Invoice,Whs,EventDate,EventType,Div,SplitVendors,ItemorServiceDescription,ItemDept,DoorCount,MembersSampled,UnitsPurchased,UnitsSold,UnitCost,UnitTax,ProductChargeplusTax,LaborCharge,SupplyCharge,LaborandSupplyTax,EnhancementMiscOther,Total
I-1042639,Whs-204,2020-04-23,Regular,D,NA,Apple Scones,Dept-01,3021,0,10,40,9.99,0,99.9,163,8.5,0,0,271.4
I-1042639,Whs-205,2020-04-23,Regular,D,NA,Apple Scones,Dept-01,4829,0,10,50,9.99,0,99.9,163,8.5,0,13.99,285.39
I-1042639,Whs-206,2020-04-23,Regular,D,NA,Apple Scones,Dept-01,3615,0,14,18,9.99,0,139.86,163,8.5,0,0,311.36
I-1042639,Whs-207,2020-04-23,Regular,D,NA,Apple Scones,Dept-01,4969,0,12,24,9.99,0,119.88,163,8.5,0,0,291.38
I-1042639,Whs-208,2020-04-23,Regular,D,NA,Apple Scones,Dept-01,3861,0,14,26,9.99,0,139.86,163,8.5,0,0,311.36
I-1042639,Whs-209,2020-04-23,Regular,D,NA,Apple Scones,Dept-01,3849,0,12,35,9.99,0,119.88,163,8.5,0,0,291.38
I-1042639,Whs-210,2020-04-23,Regular,D,NA,Apple Scones,Dept-01,4785,0,10,40,9.99,0,99.9,163,8.5,0,10.99,282.39
I-1042639,Whs-211,2020-04-23,Regular,D,NA,Apple Scones,Dept-01,3372,0,14,25,9.99,0,139.86,163,8.5,0,0,311.36
I-1042639,Whs-213,2020-04-23,Regular,D,NA,Apple Scones,Dept-01,3207,0,8,21,9.99,0,79.92,163,8.5,0,0,251.42
I-1042639,Whs-214,2020-04-23,Regular,D,NA,Apple Scones,Dept-01,3000,0,12,41,9.99,0,119.88,163,8.5,0,0,291.38
I-1042639,Whs-215,2020-04-23,Regular,D,NA,Apple Scones,Dept-01,3423,0,10,44,9.99,0,99.9,163,8.5,0,0,271.4
I-1042639,Whs-216,2020-04-23,Regular,D,NA,Apple Scones,Dept-01,3873,0,11,17,9.99,0,109.89,163,8.5,0,0,281.39
I-1042639,Whs-217,2020-04-23,Regular,D,NA,Apple Scones,Dept-01,3115,0,10,41,9.99,0,99.9,163,8.5,0,9.99,281.39
I-1042639,Whs-218,2020-04-23,Regular,D,NA,Apple Scones,Dept-01,3118,0,12,31,9.99,0,119.88,163,8.5,0,0,291.38
I-1042639,Whs-219,2020-04-23,Regular,D,NA,Apple Scones,Dept-01,5545,0,12,46,9.99,0,119.88,163,8.5,0,0,291.38
I-1042639,Whs-220,2020-04-23,Regular,D,NA,Apple Scones,Dept-01,3453,0,12,37,9.99,0,119.88,163,8.5,0,0,291.38
I-1042639,Whs-221,2020-04-23,Regular,D,NA,Apple Scones,Dept-01,4218,0,18,40,9.99,0,179.82,163,8.5,0,0,351.32
I-1042639,Whs-366,2020-04-23,Regular,G,NA,Apple Scones,Dept-01,2335,0,5,21,10.49,0,52.45,163,8.5,0,0,223.95
I-1042639,Whs-223,2020-04-23,Regular,D,NA,Apple Scones,Dept-01,3460,0,12,23,9.99,0,119.88,163,8.5,0,9.99,301.37
I-1042639,Whs-407,2020-04-23,Regular,G,NA,Apple Scones,Dept-01,1936,0,8,29,10.49,0,83.92,163,8.5,0,0,255.42
I-1042639,Whs-367,2020-04-23,Regular,G,NA,Apple Scones,Dept-01,2722,0,8,28,10.49,0,83.92,163,8.5,0,13.89,269.31
I-1042639,Whs-368,2020-04-23,Regular,G,NA,Apple Scones,Dept-01,2706,0,6,23,10.49,0,62.94,163,8.5,0,0,234.44
I-1042639,Whs-224,2020-04-23,Regular,D,NA,Apple Scones,Dept-01,3660,0,10,30,9.99,0,99.9,163,8.5,0,0,271.4
I-1042639,Whs-225,2020-04-23,Regular,D,NA,Apple Scones,Dept-01,2864,0,9,15,10.49,3.94,98.35,163,8.5,10.6364,0,280.4864
I-1042639,Whs-226,2020-04-23,Regular,D,NA,Apple Scones,Dept-01,2605,0,16,31,9.99,0,159.84,163,8.5,0,0,331.34
I-1042639,Whs-369,2020-04-23,Regular,G,NA,Apple Scones,Dept-01,3277,0,10,36,10.49,2.36,107.26,163,8.5,0,0,278.76
I-1042639,Whs-227,2020-04-23,Regular,D,NA,Apple Scones,Dept-01,5141,0,10,24,9.99,0,99.9,163,8.5,0,0,271.4
I-1042639,Whs-228,2020-04-23,Regular,D,NA,Apple Scones,Dept-01,3884,0,10,70,9.99,0,99.9,163,8.5,0,0,271.4
I-1042639,Whs-229,2020-04-23,Regular,D,NA,Apple Scones,Dept-01,3331,0,15,21,9.99,0,149.85,163,8.5,0,0,321.35
I-934070,Whs-230,2020-04-23,Regular,D,NA,Apple Scones,Dept-01,4529,0,4,31,9.99,0,39.96,163,8.5,0,0,211.46
I-1042639,Whs-231,2020-04-23,Regular,D,NA,Apple Scones,Dept-01,3131,0,9,14,9.99,0,89.91,163,8.5,0,0,261.40999999999997
I-1042639,Whs-232,2020-04-23,Regular,D,NA,Apple Scones,Dept-01,7961,0,12,35,10.49,5.93,131.81,163,8.5,13.8317,10.46,327.6017
I-1042639,Whs-233,2020-04-23,Regular,D,NA,Apple Scones,Dept-01,2909,0,14,49,9.99,0,139.86,163,8.5,0,9.99,321.35
I-1042639,Whs-234,2020-04-23,Regular,D,NA,Apple Scones,Dept-01,4370,0,14,34,9.99,0,139.86,163,8.5,0,0,311.36
I-1042639,Whs-235,2020-04-23,Regular,D,NA,Apple Scones,Dept-01,3890,0,10,37,9.99,0,99.9,163,8.5,0,0,271.4
I-1042639,Whs-370,2020-04-23,Regular,G,NA,Apple Scones,Dept-01,2899,0,7,14,10.49,0,73.43,163,8.5,0,0,244.93
I-1042639,Whs-236,2020-04-23,Regular,D,NA,Apple Scones,Dept-01,4143,0,10,27,9.99,0,99.9,163,8.5,0,0,271.4
I-1042639,Whs-237,2020-04-23,Regular,D,NA,Apple Scones,Dept-01,4637,0,10,45,9.99,0,99.9,163,8.5,0,0,271.4
I-1042639,Whs-254,2020-04-23,Regular,D,NA,Apple Scones,Dept-01,2953,0,10,33,9.99,0,99.9,163,8.5,0,0,271.4
I-1042639,Whs-371,2020-04-23,Regular,G,NA,Apple Scones,Dept-01,2244,0,6,19,10.49,1.1,64.04,163,8.5,0,0,235.54000000000002
I-1042639,Whs-238,2020-04-23,Regular,D,NA,Apple Scones,Dept-01,3792,0,12,45,9.99,0,119.88,163,8.5,0,0,291.38
I-1042639,Whs-372,2020-04-23,Regular,G,NA,Apple Scones,Dept-01,2567,0,7,19,10.49,1.65,75.08,163,8.5,0,0,246.58
I-1042639,Whs-373,2020-04-23,Regular,G,NA,Apple Scones,Dept-01,2531,0,6,14,10.49,0,62.94,163,8.5,0,0,234.44
I-1042639,Whs-374,2020-04-23,Regular,G,NA,Apple Scones,Dept-01,2824,0,6,40,10.49,0,62.94,163,8.5,0,0,234.44
I-1042639,Whs-375,2020-04-23,Regular,G,NA,Apple Scones,Dept-01,2650,0,7,16,10.49,0,73.43,163,8.5,0,10.99,255.92
I-1042639,Whs-239,2020-04-23,Regular,D,NA,Apple Scones,Dept-01,5166,0,16,36,9.99,0,159.84,163,8.5,0,0,331.34
I-1042639,Whs-376,2020-04-23,Regular,G,NA,Apple Scones,Dept-01,2845,0,6,19,10.49,0,62.94,163,8.5,0,0,234.44
I-1042639,Whs-240,2020-04-23,Regular,D,NA,Apple Scones,Dept-01,3895,0,10,27,9.99,0,99.9,163,8.5,0,0,271.4
I-1042639,Whs-377,2020-04-23,Regular,G,NA,Apple Scones,Dept-01,3887,0,11,32,10.49,0,115.39,163,8.5,0,0,286.89
I-1042639,Whs-241,2020-04-23,Regular,D,NA,Apple Scones,Dept-01,3305,0,11,29,9.99,0,109.89,163,8.5,0,0,281.39
I-1042639,Whs-378,2020-04-23,Regular,G,NA,Apple Scones,Dept-01,2689,0,6,7,10.49,0,62.94,163,8.5,0,0,234.44
I-1042639,Whs-409,2020-04-23,Regular,G,NA,Apple Scones,Dept-01,3436,0,9,28,10.49,0,94.41,163,8.5,0,0,265.90999999999997
I-1042639,Whs-379,2020-04-23,Regular,G,NA,Apple Scones,Dept-01,2688,0,7,26,10.49,0,73.43,163,8.5,0,0,244.93
I-1042639,Whs-242,2020-04-23,Regular,D,NA,Apple Scones,Dept-01,3464,0,12,25,10.49,5.93,131.81,163,8.5,13.8317,10.46,327.6017
I-1042639,Whs-243,2020-04-23,Regular,D,NA,Apple Scones,Dept-01,4121,0,9,30,9.99,0,89.91,163,8.5,0,0,261.40999999999997
I-1042639,Whs-244,2020-04-23,Regular,D,NA,Apple Scones,Dept-01,3169,0,14,28,9.99,0,139.86,163,8.5,0,0,311.36
I-1042639,Whs-383,2020-04-23,Regular,G,NA,Apple Scones,Dept-01,2358,0,2,31,10.49,0.47,21.45,163,8.5,0,0,192.95
I-1042639,Whs-477,2020-04-23,Regular,G,NA,Apple Scones,Dept-01,3118,0,8,11,10.49,0,83.92,163,8.5,0,0,255.42
I-1042639,Whs-384,2020-04-23,Regular,G,NA,Apple Scones,Dept-01,2333,0,9,25,10.49,1.65,96.06,163,8.5,0,0,267.56
I-1042639,Whs-385,2020-04-23,Regular,G,NA,Apple Scones,Dept-01,1710,0,6,14,10.49,0,62.94,163,8.5,0,0,234.44
I-1042639,Whs-405,2020-04-23,Regular,G,NA,Apple Scones,Dept-01,2762,0,11,34,10.49,0,115.39,163,8.5,0,11.89,298.78
I-1042639,Whs-386,2020-04-23,Regular,G,NA,Apple Scones,Dept-01,2648,0,6,5,10.49,1.42,64.36,163,8.5,0,0,235.86
I-1042639,Whs-245,2020-04-23,Regular,D,NA,Apple Scones,Dept-01,4031,0,12,26,9.99,0,119.88,163,8.5,0,0,291.38
I-1042639,Whs-476,2020-04-23,Regular,G,NA,Apple Scones,Dept-01,1820,0,6,6,10.49,0,62.94,163,8.5,0,0,234.44
I-1042639,Whs-387,2020-04-23,Regular,G,NA,Apple Scones,Dept-01,2191,0,8,27,10.49,0,83.92,163,8.5,0,0,255.42
I-1042639,Whs-415,2020-04-23,Regular,G,NA,Apple Scones,Dept-01,1991,0,7,19,10.49,1.65,75.08,163,8.5,0,0,246.58
I-1042639,Whs-389,2020-04-23,Regular,G,NA,Apple Scones,Dept-01,1650,0,7,21,10.49,0,73.43,163,8.5,0,0,244.93
I-1042639,Whs-412,2020-04-23,Regular,G,NA,Apple Scones,Dept-01,2321,0,7,27,10.49,4.41,77.84,163,8.5,10.29,0,259.63
I-1042639,Whs-390,2020-04-23,Regular,G,NA,Apple Scones,Dept-01,1994,0,6,18,10.49,0,62.94,163,8.5,0,0,234.44
I-1042639,Whs-391,2020-04-23,Regular,G,NA,Apple Scones,Dept-01,1650,0,6,17,10.49,0,62.94,163,8.5,0,0,234.44
I-1042639,Whs-392,2020-04-23,Regular,G,NA,Apple Scones,Dept-01,1730,0,9,30,10.49,0,94.41,163,8.5,0,0,265.90999999999997
I-1042639,Whs-393,2020-04-23,Regular,G,NA,Apple Scones,Dept-01,1605,0,3,7,10.49,0,31.47,163,8.5,0,0,202.97
I-1042639,Whs-394,2020-04-23,Regular,G,NA,Apple Scones,Dept-01,1575,0,7,27,10.49,0,73.43,163,8.5,0,0,244.93
I-1042639,Whs-395,2020-04-23,Regular,G,NA,Apple Scones,Dept-01,2034,0,7,20,10.49,0,73.43,163,8.5,0,0,244.93
I-1042639,Whs-396,2020-04-23,Regular,G,NA,Apple Scones,Dept-01,1872,0,6,21,10.49,0,62.94,163,8.5,0,0,234.44
I-1042639,Whs-397,2020-04-23,Regular,G,NA,Apple Scones,Dept-01,1187,0,5,24,10.49,0,52.45,163,8.5,0,11.89,235.83999999999997
I-1042639,Whs-398,2020-04-23,Regular,G,NA,Apple Scones,Dept-01,1229,0,2,21,10.49,0,20.98,163,8.5,0,13.89,206.37
I-1042639,Whs-246,2020-04-23,Regular,D,NA,Apple Scones,Dept-01,2808,0,8,20,9.99,0,79.92,163,8.5,0,0,251.42
I-1042639,Whs-399,2020-04-23,Regular,G,NA,Apple Scones,Dept-01,1350,0,5,18,10.49,0,52.45,163,8.5,0,0,223.95
I-1042639,Whs-416,2020-04-23,Regular,G,NA,Apple Scones,Dept-01,1398,0,7,28,10.49,0,73.43,163,8.5,0,0,244.93
I-1042639,Whs-4,2020-04-24,Split,A,Noodle Waffle,Apple Scones,Dept-01,5713,0,14,38,9.99,0,139.86,92,4.25,0,0,236.11
I-1042639,Whs-194,2020-04-24,Regular,D,NA,Apple Scones,Dept-01,3277,0,10,31,9.99,0,99.9,163,8.5,0,0,271.4
I-1042639,Whs-381,2020-04-24,Regular,G,NA,Apple Scones,Dept-01,2952,0,6,16,10.49,3.13,66.07,129.2,6.65,0,12.59,214.51
I-1042639,Whs-411,2020-04-24,Regular,G,NA,Apple Scones,Dept-01,2154,0,6,17,10.49,0.63,63.57,163,8.5,0,0,235.07
I-934070,Whs-159,2020-04-25,Split,C,Hey Sauce,Cinnamon and Apple Biscuits,Dept-02,3795,0,19,69,9.99,7.11,196.92,92,4.25,0,0,293.16999999999996
I-1027503,Whs-150,2020-04-26,Split,C,Hey Sauce,Cinnamon and Apple Biscuits,Dept-02,4875,0,26,82,9.99,0,259.74,92,4.25,0,0,355.99
I-1027503,Whs-244,2020-04-26,Regular,D,NA,Cinnamon and Apple Biscuits,Dept-02,4859,0,18,88,10.39,0,187.02,163,8.5,0,-31.01,327.51
I-1027503,Whs-306,2020-04-27,Regular,F,NA,Cinnamon and Apple Buns,Dept-02,2528,0,6,23,9.79,0,58.74,163,8.5,0,0,230.24
I-1027503,Whs-335,2020-04-27,Regular,F,NA,Cinnamon and Apple Buns,Dept-02,2163,0,6,14,9.79,0,58.74,163,8.5,0,0,230.24
I-1027503,Whs-307,2020-04-27,Regular,F,NA,Cinnamon and Apple Buns,Dept-02,2972,0,9,36,9.79,0,88.11,163,8.5,0,0,259.61
I-1027503,Whs-308,2020-04-27,Regular,F,NA,Cinnamon and Apple Buns,Dept-02,2953,0,12,41,9.79,0,117.48,163,8.5,0,0,288.98
I-1027503,Whs-309,2020-04-27,Regular,F,NA,Cinnamon and Apple Buns,Dept-02,2973,0,9,17,9.79,0,88.11,163,8.5,0,0,259.61
I-1027503,Whs-310,2020-04-27,Regular,F,NA,Cinnamon and Apple Buns,Dept-02,2980,0,8,17,9.79,0,78.32,163,8.5,0,0,249.82
I-1027503,Whs-311,2020-04-27,Regular,F,NA,Cinnamon and Apple Buns,Dept-02,2656,0,6,11,9.79,0,58.74,163,8.5,0,0,230.24
I-1027503,Whs-312,2020-04-27,Regular,F,NA,Cinnamon and Apple Buns,Dept-02,2854,0,10,20,9.79,0,97.9,163,8.5,0,0,269.4
I-1027503,Whs-313,2020-04-27,Regular,F,NA,Cinnamon and Apple Buns,Dept-02,3308,0,15,29,9.79,0,146.85,163,8.5,0,0,318.35
I-1027503,Whs-314,2020-04-27,Regular,F,NA,Cinnamon and Apple Buns,Dept-02,2809,0,5,14,9.79,0,48.95,163,8.5,0,0,220.45
I-1027503,Whs-315,2020-04-27,Regular,F,NA,Cinnamon and Apple Buns,Dept-02,2980,0,10,20,9.79,0,97.9,163,8.5,0,0,269.4
I-1027503,Whs-316,2020-04-27,Regular,F,NA,Cinnamon and Apple Buns,Dept-02,3061,0,9,35,9.79,0,88.11,163,8.5,0,0,259.61
I-1027503,Whs-317,2020-04-27,Regular,F,NA,Cinnamon and Apple Buns,Dept-02,1792,0,9,23,9.79,0,88.11,163,8.5,0,0,259.61
I-1027503,Whs-318,2020-04-27,Regular,F,NA,Cinnamon and Apple Buns,Dept-02,2460,0,12,21,9.79,0,117.48,163,8.5,0,11.89,300.87
I-1027503,Whs-319,2020-04-27,Regular,F,NA,Cinnamon and Apple Buns,Dept-02,2378,0,9,19,9.79,0,88.11,163,8.5,0,0,259.61
I-1027503,Whs-320,2020-04-27,Regular,F,NA,Cinnamon and Apple Buns,Dept-02,3111,0,10,30,9.79,0,97.9,163,8.5,0,11.99,281.39
I-1027503,Whs-321,2020-04-27,Regular,F,NA,Cinnamon and Apple Buns,Dept-02,2335,0,10,16,9.79,0,97.9,163,8.5,0,0,269.4
I-1027503,Whs-322,2020-04-27,Regular,F,NA,Cinnamon and Apple Buns,Dept-02,3001,0,4,17,9.79,0,39.16,163,8.5,0,0,210.66
I-1027503,Whs-334,2020-04-27,Regular,F,NA,Cinnamon and Apple Buns,Dept-02,1473,0,5,5,9.79,0,48.95,163,8.5,0,0,220.45
I-1027503,Whs-323,2020-04-27,Regular,F,NA,Cinnamon and Apple Buns,Dept-02,2684,0,5,9,9.79,0,48.95,163,8.5,0,0,220.45
I-1027503,Whs-324,2020-04-27,Regular,F,NA,Cinnamon and Apple Buns,Dept-02,2849,0,10,20,9.79,4.4,102.3,163,8.5,0,0,273.8
I-1027503,Whs-325,2020-04-27,Regular,F,NA,Cinnamon and Apple Buns,Dept-02,2499,0,10,33,9.79,0,97.9,163,8.5,0,0,269.4
I-1027503,Whs-326,2020-04-27,Regular,F,NA,Cinnamon and Apple Buns,Dept-02,1318,0,6,9,9.79,0,58.74,163,8.5,0,0,230.24
I-1027503,Whs-327,2020-04-27,Regular,F,NA,Cinnamon and Apple Buns,Dept-02,2300,0,9,19,9.79,0,88.11,163,8.5,0,0,259.61
I-1027503,Whs-336,2020-04-27,Regular,F,NA,Cinnamon and Apple Buns,Dept-02,1740,0,5,13,9.79,1.47,50.42,163,8.5,0,0,221.92
I-1027503,Whs-328,2020-04-27,Regular,F,NA,Cinnamon and Apple Buns,Dept-02,2243,0,8,26,9.79,0,78.32,163,8.5,0,0,249.82
I-1027503,Whs-329,2020-04-27,Regular,F,NA,Cinnamon and Apple Buns,Dept-02,1872,0,6,26,9.79,0,58.74,163,8.5,0,0,230.24
I-1027503,Whs-330,2020-04-27,Regular,F,NA,Cinnamon and Apple Buns,Dept-02,1455,0,7,19,9.79,5.14,73.67,163,8.5,0,0,245.17
I-1027503,Whs-474,2020-04-27,Regular,F,NA,Cinnamon and Apple Buns,Dept-02,945,0,5,15,9.79,0.98,49.93,163,8.5,0,0,221.43
I-1027503,Whs-479,2020-04-27,Regular,F,NA,Cinnamon and Apple Buns,Dept-02,1979,0,8,30,9.79,6.67,84.99,163,8.5,0,0,256.49
I-1027503,Whs-331,2020-04-27,Regular,F,NA,Cinnamon and Apple Buns,Dept-02,1138,0,6,14,9.79,0,58.74,163,8.5,0,28.79,259.03000000000003
I-1027503,Whs-475,2020-04-27,Regular,F,NA,Cinnamon and Apple Buns,Dept-02,1230,0,12,44,9.79,0,117.48,163,8.5,0,0,288.98
I-1027503,Whs-222,2020-04-27,Regular,D,NA,Apple Scones,Dept-01,4721,0,13,50,10.49,6.42,142.79,163,8.5,13.8542,0,328.14419999999996
I-1027503,Whs-250,2020-04-27,Regular,C,NA,Apple Scones,Dept-01,2929,0,9,41,9.99,2.7,92.61,163,8.5,0,14.41,278.52000000000004
I-1027503,Whs-143,2020-04-27,Split,C,Hey Sauce,Cinnamon and Apple Biscuits,Dept-02,4047,0,14,54,9.99,2.31,142.17,92,4.25,0,0,238.42
I-1027503,Whs-230,2020-04-27,Regular,D,NA,Cinnamon and Apple Biscuits,Dept-02,4064,0,8,46,10.39,0,83.12,81.6,4.2,0,-20,148.92000000000002
I-1027503,Whs-256,2020-04-28,Regular,E,NA,Fennel and Vermicelli Soup,Dept-02,4221,0,20,5,12.99,0,259.8,163,8.5,0,0,431.3
I-1027503,Whs-257,2020-04-28,Regular,E,NA,Fennel and Vermicelli Soup,Dept-02,4650,0,12,22,12.99,0,155.88,163,8.5,0,0,327.38
I-1027503,Whs-258,2020-04-28,Regular,E,NA,Fennel and Vermicelli Soup,Dept-02,2735,0,20,28,12.99,0,259.8,163,8.5,0,0,431.3
I-1027503,Whs-259,2020-04-28,Regular,E,NA,Fennel and Vermicelli Soup,Dept-02,3165,0,16,35,12.99,0,207.84,163,8.5,0,0,379.34
I-1027503,Whs-261,2020-04-28,Regular,E,NA,Fennel and Vermicelli Soup,Dept-02,4703,0,8,22,12.99,0,103.92,163,8.5,0,0,275.42
I-1027503,Whs-262,2020-04-28,Regular,E,NA,Fennel and Vermicelli Soup,Dept-02,2980,0,18,35,12.99,0,233.82,163,8.5,0,0,405.32
I-1027503,Whs-263,2020-04-28,Regular,E,NA,Fennel and Vermicelli Soup,Dept-02,2507,0,11,42,12.99,0,142.89,163,8.5,0,0,314.39
I-1027503,Whs-265,2020-04-28,Regular,E,NA,Fennel and Vermicelli Soup,Dept-02,3538,0,12,21,12.99,0,155.88,115.6,5.95,0,0,277.43
I-1027503,Whs-266,2020-04-28,Regular,E,NA,Fennel and Vermicelli Soup,Dept-02,3224,0,21,39,12.99,0,272.79,163,8.5,0,0,444.29
I-1027503,Whs-267,2020-04-28,Regular,E,NA,Fennel and Vermicelli Soup,Dept-02,3359,0,27,58,12.99,0,350.73,163,8.5,0,0,522.23
I-1027503,Whs-268,2020-04-28,Regular,E,NA,Fennel and Vermicelli Soup,Dept-02,2917,0,9,42,12.99,0,116.91,102,5.25,0,0,224.16
I-1027503,Whs-269,2020-04-28,Regular,E,NA,Fennel and Vermicelli Soup,Dept-02,3539,0,18,43,12.99,0,233.82,163,8.5,0,0,405.32
I-1027503,Whs-270,2020-04-28,Regular,E,NA,Fennel and Vermicelli Soup,Dept-02,2785,0,16,36,12.99,0,207.84,163,8.5,0,0,379.34
I-1027503,Whs-337,2020-04-28,Regular,E,NA,Fennel and Vermicelli Soup,Dept-02,4767,0,21,25,12.99,0,272.79,163,8.5,0,0,444.29
I-1027503,Whs-339,2020-04-28,Regular,E,NA,Fennel and Vermicelli Soup,Dept-02,4133,0,12,37,12.99,0,155.88,163,8.5,0,0,327.38
I-1027503,Whs-274,2020-04-28,Regular,E,NA,Fennel and Vermicelli Soup,Dept-02,3410,0,10,16,12.99,0,129.9,163,8.5,0,0,301.4
I-1027503,Whs-275,2020-04-28,Regular,E,NA,Fennel and Vermicelli Soup,Dept-02,4220,0,20,22,12.99,0,259.8,163,8.5,0,0,431.3
I-1027503,Whs-276,2020-04-28,Regular,E,NA,Fennel and Vermicelli Soup,Dept-02,2390,0,18,35,12.99,0,233.82,163,8.5,0,0,405.32
I-1027503,Whs-277,2020-04-28,Regular,E,NA,Fennel and Vermicelli Soup,Dept-02,1938,0,13,27,12.99,0,168.87,163,8.5,0,0,340.37
I-1027503,Whs-278,2020-04-28,Regular,E,NA,Fennel and Vermicelli Soup,Dept-02,3799,0,15,24,12.99,0,194.85,163,8.5,0,0,366.35
I-1027503,Whs-279,2020-04-28,Regular,E,NA,Fennel and Vermicelli Soup,Dept-02,4850,0,20,33,12.99,0,259.8,163,8.5,0,0,431.3
I-1027503,Whs-280,2020-04-28,Regular,E,NA,Fennel and Vermicelli Soup,Dept-02,3664,0,17,39,12.99,0,220.83,163,8.5,0,0,392.33000000000004
I-1027503,Whs-282,2020-04-28,Regular,E,NA,Fennel and Vermicelli Soup,Dept-02,4985,0,12,26,12.99,0,155.88,163,8.5,0,0,327.38
I-1027503,Whs-283,2020-04-28,Regular,E,NA,Fennel and Vermicelli Soup,Dept-02,4421,0,24,37,12.99,0,311.76,163,8.5,0,0,483.26
I-1027503,Whs-284,2020-04-28,Regular,E,NA,Fennel and Vermicelli Soup,Dept-02,2573,0,20,33,12.99,0,259.8,163,8.5,0,0,431.3
I-1027503,Whs-285,2020-04-28,Regular,E,NA,Fennel and Vermicelli Soup,Dept-02,4343,0,18,44,12.99,0,233.82,163,8.5,0,0,405.32
I-1027503,Whs-286,2020-04-28,Regular,E,NA,Fennel and Vermicelli Soup,Dept-02,2682,0,12,26,12.99,0,155.88,163,8.5,0,0,327.38
I-1027503,Whs-287,2020-04-28,Regular,E,NA,Fennel and Vermicelli Soup,Dept-02,3129,0,14,31,12.99,0,181.86,163,8.5,0,0,353.36
I-1027503,Whs-288,2020-04-28,Regular,E,NA,Fennel and Vermicelli Soup,Dept-02,3030,0,14,42,12.99,0,181.86,163,8.5,0,0,353.36
I-1027503,Whs-289,2020-04-28,Regular,E,NA,Fennel and Vermicelli Soup,Dept-02,4908,0,15,21,12.99,0,194.85,163,8.5,0,0,366.35
I-1027503,Whs-290,2020-04-28,Regular,E,NA,Fennel and Vermicelli Soup,Dept-02,2525,0,20,35,12.99,0,259.8,163,8.5,0,0,431.3
I-1027503,Whs-291,2020-04-28,Regular,E,NA,Fennel and Vermicelli Soup,Dept-02,2959,0,13,24,12.99,0,168.87,163,8.5,0,0,340.37
I-1027503,Whs-292,2020-04-28,Regular,E,NA,Fennel and Vermicelli Soup,Dept-02,3738,0,8,49,12.99,0,103.92,163,8.5,0,0,275.42
I-1027503,Whs-293,2020-04-28,Regular,E,NA,Fennel and Vermicelli Soup,Dept-02,3629,0,8,37,12.99,0,103.92,163,8.5,0,0,275.42
I-1027503,Whs-294,2020-04-28,Regular,E,NA,Fennel and Vermicelli Soup,Dept-02,5239,0,12,19,12.99,0,155.88,163,8.5,0,0,327.38
I-1027503,Whs-295,2020-04-28,Regular,E,NA,Fennel and Vermicelli Soup,Dept-02,3240,0,13,24,12.99,0,168.87,122.4,6.3,0,0,297.57000000000005
I-1027503,Whs-296,2020-04-28,Regular,E,NA,Fennel and Vermicelli Soup,Dept-02,3152,0,14,45,12.99,0,181.86,129.2,6.65,0,0,317.71000000000004
I-1027503,Whs-297,2020-04-28,Regular,E,NA,Fennel and Vermicelli Soup,Dept-02,2733,0,15,36,12.99,0,194.85,163,8.5,0,0,366.35
I-1027503,Whs-298,2020-04-28,Regular,E,NA,Fennel and Vermicelli Soup,Dept-02,4783,0,11,19,12.99,0,142.89,163,8.5,0,0,314.39
I-1027503,Whs-299,2020-04-28,Regular,E,NA,Fennel and Vermicelli Soup,Dept-02,4009,0,30,62,12.99,0,389.7,163,8.5,0,0,561.2
I-1027503,Whs-300,2020-04-28,Regular,E,NA,Fennel and Vermicelli Soup,Dept-02,4216,0,14,26,12.99,0,181.86,163,8.5,0,0,353.36
I-1027503,Whs-301,2020-04-28,Regular,E,NA,Fennel and Vermicelli Soup,Dept-02,2797,0,15,39,12.99,0,194.85,163,8.5,0,0,366.35
I-1027503,Whs-303,2020-04-28,Regular,E,NA,Fennel and Vermicelli Soup,Dept-02,1304,0,6,4,12.99,0,77.94,88.4,4.55,0,0,170.89
I-1027503,Whs-212,2020-04-28,Regular,D,NA,Apple Scones,Dept-01,3229,0,12,24,9.99,0,119.88,163,8.5,0,0,291.38
I-1027503,Whs-166,2020-04-28,Split,C,Hey Sauce,Cinnamon and Apple Biscuits,Dept-02,2970,0,16,55,9.99,6.33,166.17,92,4.25,0,0,262.41999999999996
I-1018282,Whs-256,2020-04-29,Regular,E,NA,Fennel and Vermicelli Soup,Dept-02,3703,0,20,20,12.99,0,259.8,163,8.5,0,0,431.3
I-1018282,Whs-257,2020-04-29,Regular,E,NA,Fennel and Vermicelli Soup,Dept-02,5008,0,20,49,12.99,0,259.8,163,8.5,0,0,431.3
I-1018282,Whs-258,2020-04-29,Regular,E,NA,Fennel and Vermicelli Soup,Dept-02,2725,0,17,12,12.99,0,220.83,163,8.5,0,0,392.33000000000004
I-1018282,Whs-259,2020-04-29,Regular,E,NA,Fennel and Vermicelli Soup,Dept-02,3048,0,12,9,12.99,0,155.88,163,8.5,0,0,327.38
I-1018282,Whs-260,2020-04-29,Regular,E,NA,Fennel and Vermicelli Soup,Dept-02,4927,0,16,28,12.99,0,207.84,163,8.5,0,0,379.34
I-1018282,Whs-262,2020-04-29,Regular,E,NA,Fennel and Vermicelli Soup,Dept-02,2824,0,24,31,12.99,0,311.76,163,8.5,0,0,483.26
I-1018282,Whs-263,2020-04-29,Regular,E,NA,Fennel and Vermicelli Soup,Dept-02,2417,0,12,35,12.99,0,155.88,163,8.5,0,0,327.38
